,ctdpf_ckl_seawater_temperature,practical_salinity,ctdpf_ckl_seawater_conductivity,density,Label
"(2400.079, 2500.083]",1.9825860000000008,34.53439587538235,3.122221200000002,1036.5065810521965,1
"(2500.083, 2600.086]",1.9995139999999998,34.53101605155209,3.122417200000003,1036.3898022030598,1
"(2600.086, 2700.089]",2.01241,34.52849005468189,3.122333900000003,1036.2744699096181,1
"(2700.089, 2800.093]",2.026768999999999,34.52544895903712,3.1223312000000005,1036.1581839805822,1
"(2800.093, 2900.096]",2.041269999999999,34.52260937327613,3.1223586,1036.042331954703,1
"(2900.096, 3000.099]",2.0567539999999993,34.51935187709246,3.122438,1035.9262382887782,1
"(3000.099, 3100.102]",2.070207999999999,34.51668971400738,3.1223898999999995,1035.8110330408554,1
"(3100.102, 3200.106]",2.085543000000001,34.513600187360616,3.1224712999999964,1035.6954864749487,1
"(3200.106, 3300.109]",2.1043260000000004,34.51042098934504,3.1228432999999995,1035.579408322723,1
"(3300.109, 3400.112]",2.1176209999999998,34.507961782704164,3.1228015000000027,1035.4651622855754,1
"(3400.112, 3500.116]",2.134642,34.50407570616849,3.1229655999999992,1035.349297024661,1
"(3500.116, 3600.119]",2.1572780000000016,34.499616137012104,3.1235716999999994,1035.2325397108102,1
"(3600.119, 3700.122]",2.1733470000000006,34.49632416734764,3.1236998000000016,1035.1173335754606,1
"(3700.122, 3800.126]",2.1903910000000013,34.49257916343659,3.1238758,1035.0017941773422,1
"(3800.126, 3900.129]",2.2103979999999996,34.48815777946123,3.1242575000000024,1034.8858671545363,1
"(3900.129, 4000.132]",2.2414280000000004,34.4814400945767,3.1254133000000013,1034.7673118219511,1
"(4000.132, 4100.136]",2.2677889999999996,34.475723700659415,3.126243600000003,1034.650076000841,1
"(4100.136, 4200.139]",2.2918489999999996,34.47042848567731,3.1269051,1034.5332150472232,1
"(4200.139, 4300.142]",2.3153140000000003,34.46528225121874,3.1275275999999996,1034.416710689851,1
"(4300.142, 4400.145]",2.3368100000000003,34.46052434309064,3.128013300000002,1034.301165686061,1
"(4400.145, 4500.149]",2.3588310000000003,34.4555739757716,3.128531799999999,1034.1858460924427,1
"(4500.149, 4600.152]",2.382048,34.45039354521435,3.1291323999999987,1034.069981498866,1
"(4600.152, 4700.155]",2.405724,34.44508412075866,3.129760200000003,1033.9538213166954,1
"(4700.155, 4800.159]",2.429036000000001,34.439957034566255,3.1303747999999985,1033.8383567627434,1
"(4800.159, 4900.162]",2.4552490000000002,34.43409807149126,3.131180999999998,1033.721997829196,1
"(4900.162, 5000.165]",2.4801270000000004,34.42864325797943,3.131905499999998,1033.606383582327,1
"(5000.165, 5100.169]",2.5090440000000003,34.42233730019159,3.1329055000000015,1033.4890326890475,1
"(5100.169, 5200.172]",2.533425,34.41707086135831,3.1336038000000013,1033.374000776341,1
"(5200.172, 5300.175]",2.5597229999999995,34.411324128090826,3.1344277,1033.2582788206914,1
