File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,27.0,6.1605,32.7086,25.7483,57.0,7.2,313.5,1.043,1.7719999999999998,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,27.0,6.1307,32.7091,25.7524,58.0,7.18,312.5,1.008,1.784,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,27.1,6.1735,32.7111,25.7487,55.7,7.2,313.6,0.9890000000000001,1.9080000000000001,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,27.1,6.313,32.7133,25.7329,56.3,7.17,312.0,0.943,1.713,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,27.8,6.1696,32.7107,25.7488,55.8,7.2,313.5,0.9790000000000001,1.944,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,28.0,6.3035,32.7131,25.734,56.3,7.16,311.8,0.9640000000000001,1.669,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,28.0,6.3047,32.7121,25.733,55.7,7.21,313.8,0.8540000000000001,1.63,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,28.0,6.3968,32.705999999999996,25.7166,55.9,7.22,314.1,0.7859999999999999,1.5,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,28.0,6.153,32.7086,25.7492,57.3,7.19,313.0,1.003,1.776,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,28.0,6.1216,32.7098,25.7541,58.2,7.18,312.3,1.014,1.781,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,28.9,6.1672,32.7109,25.7493,56.0,7.19,312.8,1.0,1.952,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,29.0,6.295,32.7135,25.7353,56.3,7.17,312.1,0.935,1.681,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,29.0,6.2959,32.7119,25.734,55.7,7.2,313.4,0.86,1.673,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,29.0,6.3884,32.7066,25.7181,55.5,7.22,314.2,0.823,1.547,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,29.0,6.1375,32.7094,25.7518,57.6,7.19,312.8,1.014,1.71,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,29.0,6.1062,32.7109,25.7568,58.4,7.17,312.1,0.9520000000000001,1.7619999999999998,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,29.9,6.2951,32.7119,25.7341,55.8,7.2,313.5,0.8740000000000001,1.6340000000000001,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,30.0,6.1653,32.7109,25.7495,56.1,7.18,312.3,0.9990000000000001,1.864,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,30.0,6.2716,32.7138,25.7385,56.3,7.17,312.1,0.998,1.7409999999999999,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,30.0,6.3688,32.7081,25.7218,55.5,7.21,314.0,0.8220000000000001,1.625,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,30.0,6.125,32.71,25.7538,57.8,7.18,312.5,1.003,1.6740000000000002,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,30.0,6.074,32.711999999999996,25.7617,58.8,7.16,311.8,0.985,1.736,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,30.9,6.0414,32.7137,25.767,59.2,7.15,311.4,0.946,1.706,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,31.0,6.1631,32.7109,25.7498,56.3,7.17,312.0,0.963,1.83,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,31.0,6.2476,32.7142,25.7418,56.2,7.17,312.2,0.992,1.7790000000000001,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,31.0,6.2873,32.7121,25.7352,55.8,7.2,313.4,0.858,1.651,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,31.0,6.3398,32.7095,25.7265,55.6,7.21,313.8,0.873,1.6640000000000001,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,31.0,6.1192,32.7105,25.7549,58.0,7.17,312.1,1.0090000000000001,1.7,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,32.0,6.1576,32.7111,25.7506,57.0,7.17,312.1,0.9470000000000001,1.805,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,32.0,6.2224,32.7139,25.7448,56.1,7.18,312.4,1.0290000000000001,1.777,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,32.0,6.2861,32.7123,25.7355,55.7,7.2,313.2,0.872,1.6340000000000001,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,32.0,6.3058,32.7108,25.7319,55.6,7.23,314.7,0.915,1.716,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,32.0,6.1085,32.711,25.7566,58.2,7.17,311.9,0.992,1.725,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,32.0,6.022,32.7153,25.7707,59.3,7.16,311.6,0.932,1.6230000000000002,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,33.0,6.1461,32.7113,25.7522,57.2,7.18,312.3,0.915,1.7790000000000001,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,33.0,6.2188,32.7139,25.7452,56.1,7.19,312.8,1.052,1.821,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,33.0,6.276,32.7129,25.7373,53.9,7.2,313.4,0.8859999999999999,1.659,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,33.0,6.2876,32.7112,25.7345,55.6,7.23,314.6,0.9309999999999999,1.726,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,33.0,6.0951,32.7117,25.7589,58.3,7.17,311.9,0.9740000000000001,1.774,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,33.0,5.9863,32.7182,25.7774,59.6,7.16,311.6,0.902,1.5319999999999998,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,34.0,6.1065,32.713,25.7585,57.9,7.17,311.9,0.917,1.733,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,34.0,6.2698,32.7134,25.7384,54.3,7.21,313.6,0.914,1.669,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,34.0,6.2631,32.7118,25.738000000000003,55.6,7.23,314.7,0.978,1.7719999999999998,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,34.0,6.0526,32.7155,25.7671,58.7,7.18,312.3,0.961,1.745,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,34.0,5.9519,32.7197,25.7827,59.9,7.16,311.4,0.9009999999999999,1.5930000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,34.1,6.1971,32.7138,25.7478,56.0,7.19,312.8,1.0659999999999998,1.8559999999999999,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,35.0,6.0556,32.7128,25.7646,58.1,7.18,312.4,0.9079999999999999,1.734,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,35.0,6.1936,32.7136,25.7481,56.1,7.18,312.3,1.093,1.929,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,35.0,6.2548,32.714,25.7408,55.6,7.21,313.8,0.889,1.724,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,35.0,6.2482,32.7116,25.7397,55.5,7.23,314.8,0.937,1.829,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,35.0,5.9948,32.7185,25.7766,59.2,7.18,312.5,0.9259999999999999,1.5659999999999998,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,35.0,5.914,32.7238,25.7906,60.3,7.16,311.7,0.8540000000000001,1.5230000000000001,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,36.0,6.0376,32.7123,25.7664,58.4,7.16,311.7,0.9,1.761,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,36.0,6.1923,32.7134,25.7481,56.4,7.17,312.1,1.062,1.972,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,36.0,6.2403,32.7116,25.7407,55.6,7.23,314.6,0.956,1.824,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,36.0,5.9629,32.7206,25.7821,59.4,7.17,312.0,0.894,1.489,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,36.0,5.8832,32.7253,25.7955,60.6,7.17,312.1,0.8370000000000001,1.436,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,36.2,6.2345,32.7145,25.7437,55.9,7.21,313.9,0.9209999999999999,1.758,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,36.9,6.1904,32.7135,25.7484,56.6,7.18,312.4,1.0659999999999998,1.876,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,37.0,5.9915,32.7132,25.7728,58.4,7.14,310.7,0.907,1.7519999999999998,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,37.0,6.2193,32.7148,25.7459,56.0,7.21,313.6,0.9570000000000001,1.7990000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,37.0,6.23,32.7117,25.7421,55.6,7.21,313.7,1.008,1.847,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,37.0,5.9501,32.7214,25.7843,60.0,7.16,311.7,0.8909999999999999,1.514,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,37.0,5.8665,32.727,25.7989,60.8,7.16,311.7,0.857,1.395,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,38.0,5.9448,32.7141,25.7792,58.7,7.14,310.8,0.903,1.734,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,38.0,6.1883,32.7136,25.7488,56.6,7.16,311.8,1.071,1.808,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,38.0,6.2022,32.7154,25.7485,55.9,7.2,313.5,0.955,1.7890000000000001,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,38.0,6.212000000000001,32.7122,25.7447,55.7,7.2,313.2,1.024,1.865,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,38.0,5.9399,32.7215,25.7856,59.7,7.15,311.2,0.884,1.527,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,38.0,5.8219,32.7311,25.8075,61.0,7.16,311.4,0.821,1.381,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,39.0,5.8819,32.7161,25.7884,58.9,7.13,310.4,0.894,1.69,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,39.0,6.1864,32.7136,25.749000000000002,56.8,7.16,311.7,1.061,1.7719999999999998,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,39.0,6.1925,32.7154,25.7497,56.1,7.2,313.4,0.937,1.776,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,39.0,6.2001,32.7126,25.7465,55.8,7.2,313.2,1.012,1.8230000000000002,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,39.0,5.9147,32.7243,25.7909,60.0,7.14,310.9,0.87,1.489,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,39.0,5.8039,32.731,25.8096,61.3,7.14,310.8,0.809,1.361,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,40.0,5.7860000000000005,32.7183,25.8017,59.3,7.12,310.0,0.8740000000000001,1.6369999999999998,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,40.0,6.1856,32.7138,25.7493,57.0,7.17,311.9,1.062,1.8219999999999998,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,40.0,6.1862,32.7154,25.7505,56.3,7.2,313.5,0.983,1.7930000000000001,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,40.0,6.1853,32.7127,25.7484,56.1,7.21,313.6,1.0759999999999998,1.861,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,40.0,5.8811,32.7266,25.7968,60.6,7.15,311.4,0.8590000000000001,1.4480000000000002,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,40.0,5.7904,32.7321,25.8121,61.6,7.12,310.0,0.754,1.357,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,41.0,5.6841,32.7188,25.8143,59.9,7.14,310.9,0.8590000000000001,1.621,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,41.0,6.1818,32.7137,25.7497,57.4,7.16,311.5,1.047,1.902,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,41.0,6.1838,32.7155,25.7508,56.8,7.2,313.4,0.9620000000000001,1.7730000000000001,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,41.0,6.159,32.7128,25.7518,56.4,7.21,313.8,0.991,1.8119999999999998,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,41.0,5.8426,32.7305,25.8045,60.8,7.16,311.6,0.84,1.3359999999999999,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,41.0,5.768,32.7344,25.8166,61.8,7.13,310.2,0.731,1.3419999999999999,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,42.0,5.6069,32.7177,25.8225,60.5,7.16,311.8,0.8390000000000001,1.6440000000000001,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,42.0,6.1604,32.7139,25.7525,57.8,7.14,310.9,1.003,1.736,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,42.0,6.1813,32.7156,25.7512,56.9,7.2,313.3,0.9470000000000001,1.795,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,42.0,6.1427,32.7133,25.7542,56.8,7.21,313.8,0.9840000000000001,1.8159999999999998,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,42.0,5.785,32.7344,25.8145,61.3,7.16,311.8,0.8,1.284,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,42.0,5.7199,32.7384,25.8255,61.8,7.13,310.3,0.718,1.253,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,43.0,5.5257,32.7193,25.8333,60.8,7.19,313.0,0.816,1.57,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,43.0,6.1443,32.714,25.7546,58.0,7.09,308.4,1.011,1.7009999999999998,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,43.0,6.1774,32.7155,25.7516,57.0,7.2,313.4,0.9520000000000001,1.7819999999999998,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,43.0,5.7482,32.7362,25.8204,61.8,7.15,311.0,0.78,1.338,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,43.0,5.6937,32.7395,25.8295,62.2,7.12,309.7,0.7170000000000001,1.265,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,43.1,6.1262,32.7138,25.7567,57.1,7.19,313.1,1.002,1.857,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,43.9,6.1083,32.7141,25.7591,57.5,7.17,312.2,1.0190000000000001,1.831,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,44.0,5.3649,32.7188,25.8516,61.6,7.23,314.7,0.789,1.525,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,44.0,6.1166,32.7144,25.7583,58.2,7.07,307.6,0.9940000000000001,1.683,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,44.0,6.1735,32.7154,25.7521,57.4,7.19,312.9,0.951,1.824,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,44.0,5.7312,32.7366,25.8227,62.1,7.13,310.2,0.759,1.3,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,44.0,5.6147,32.7418,25.8407,62.4,7.11,309.2,0.72,1.248,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,45.0,5.297000000000001,32.7152,25.8565,62.0,7.23,314.7,0.77,1.538,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,45.0,6.0814,32.7146,25.7628,58.4,7.1,309.0,0.993,1.673,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,45.0,6.1631,32.7159,25.7537,57.5,7.18,312.4,0.943,1.8119999999999998,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,45.0,6.0933,32.7148,25.7615,57.4,7.18,312.7,1.015,1.735,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,45.0,5.7118,32.7377,25.8259,62.2,7.11,309.5,0.738,1.236,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,45.0,5.5488,32.7401,25.8471,62.8,7.12,310.1,0.721,1.232,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,46.0,5.2619,32.7155,25.8608,62.3,7.21,313.9,0.752,1.459,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,46.0,5.9899,32.7157,25.7749,58.7,7.13,310.4,0.9590000000000001,1.642,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,46.0,6.1529,32.7161,25.7552,57.9,7.18,312.3,0.9520000000000001,1.768,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,46.0,6.0752,32.7156,25.7644,58.0,7.2,313.1,0.99,1.704,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,46.0,5.6597,32.7398,25.8338,62.3,7.11,309.4,0.742,1.198,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,46.0,5.5249,32.7393,25.8492,63.0,7.14,310.9,0.69,1.2309999999999999,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,47.0,5.2689,32.7173,25.8614,62.5,7.21,313.9,0.743,1.399,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,47.0,5.7594,32.7185,25.805,59.6,7.16,311.7,0.94,1.643,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,47.0,6.1421,32.7167,25.756999999999998,57.7,7.19,312.8,0.946,1.695,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,47.0,6.0522,32.7166,25.768,58.3,7.21,313.8,0.9590000000000001,1.7080000000000002,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,47.0,5.5745,32.7399,25.8439,62.5,7.13,310.3,0.737,1.169,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,47.0,5.4681,32.7376,25.8545,63.1,7.15,311.2,0.711,1.178,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,48.0,5.2736,32.7193,25.8624,62.6,7.23,314.5,0.74,1.37,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,48.0,5.6057,32.7173,25.8224,60.7,7.17,312.1,0.902,1.6219999999999999,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,48.0,6.1342,32.7168,25.758000000000003,58.0,7.19,312.9,0.924,1.6840000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,48.0,6.029,32.7166,25.7709,58.5,7.21,313.9,0.927,1.714,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,48.0,5.5321,32.7395,25.8486,62.9,7.14,310.5,0.71,1.24,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,48.0,5.3636,32.7283,25.8593,63.3,7.17,312.0,0.669,1.131,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,49.0,5.2547,32.7193,25.8646,62.8,7.24,315.2,0.716,1.341,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,49.0,5.51,32.7166,25.833000000000002,61.2,7.18,312.6,0.885,1.5719999999999998,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,49.0,6.1245,32.7173,25.7596,58.3,7.19,312.9,0.91,1.609,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,49.0,6.0143,32.7165,25.7726,58.7,7.2,313.4,0.934,1.746,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,49.0,5.4454,32.7352,25.8553,63.0,7.15,311.3,0.6859999999999999,1.189,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,49.0,5.3182,32.7222,25.8596,63.5,7.18,312.3,0.662,1.102,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,49.9,5.9915,32.7166,25.7755,58.8,7.19,312.8,0.9179999999999999,1.7409999999999999,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,50.0,5.2291,32.7168,25.8655,63.0,7.24,315.3,0.735,1.3630000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,50.0,5.3872,32.7164,25.8471,61.5,7.21,313.6,0.888,1.515,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,50.0,6.1152,32.7177,25.7611,58.4,7.19,312.9,0.925,1.618,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,50.0,5.3506,32.7258,25.8588,63.3,7.18,312.2,0.6679999999999999,1.115,
2012-12-0100.ctd,UTC,04/06/2012, 12:39,100,50.00033,-145.0005,P26,Mid-ship,50.0,5.3007,32.7199,25.8598,63.7,7.18,312.2,0.613,1.073,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,51.0,5.2212,32.716,25.8658,62.9,7.23,314.6,0.731,1.3780000000000001,
